index, comments
257,"Bapak mau gandeng anak muda?? ada Emil dardak, mau yang pinter bidang ekonomi, banyak duit? ada pak Erik tohir, mau yang paham bidang hukum? ada Prof Yusril, mau yg kreatif dan Berpengalaman di bidang pemerintahan? ada pak Ridwan kamil, mau majukan bidang maritim? ada bu Susi Pudjiastuti. Banyakkk pak putra putri bangsa yang berkompeten. Indonesia ini luas pak, ayo Percaya diri, kita bisa menang kali ini tanpa harus ada embel2 politik dinasti. Bapak seorang jendral pasti mental baja, ketua partai pula. Di pikirkan matang2 sebelum ambil keputusan. Masa kami udah all in, all out harus menghilang dari Lane gara2 golput. Kpd admin akun IG pak @prabowo tolong kerja yah anda jangan diem aja!!!! , kasih baca ke bapak bahwa saat saya tulis komen ini sudah ada 6rbuan pendapat yang perlu dipertimbangkan, kalo gak anda turut andil atas keblunderan yg terjadi nanti oke thankyuu.."
258,"No Gibran pakkkkkkkkkkkkk,"
259,Plis pak ahok atau ridwan kamil cocok
260,"HALO PAK PRABOWO LAWAN  BAPAK SANGAT KUAT, BUKAN DI GANJAR TAPI PROF MAHFUD MD. KALAU WAKIL SAYA SARANKAN JANGAN GIBRAN PAK, MENDING ALDI TAHER AJAAA😂😂😂😂"
261,Kenapa harus gibran bpk?yusril dan erik juga masi bagus di bandingkan gibran😭
262,Bismillah @prabowo dan @yusrilihzamhd
263,TOLAK GIBRAN JADI CAWAPRES🙌
264,"Pak.. jangan sampai turun kelas pak.. turun kasar.. turun harga diri.. bukan bapak aja yg malu, kami pendukung bapak dari tahun 2014 kaya merasa di rendahkan, di permalukan, di kianati.. tolong dengarkan suara kami.. mau di bawa kemana negara ini pak kalau masih gandeng sama GBRN.. Jangan sampai bapak wafat tanpa meninggalkan kebaikan justru meninggalkan keburukan dan penghianatan.."
265,"Mohon maaf pak saya golput saja, kalo cawapres nya mas gibran"
266,"Maaf pak.. Kalo bapak milih gibran, pilihannya antara golput atau anies, makasih pak😢"
267,"Jangan gibrann pakk ,inii masalahnya dengan negara pak"
268,Jangan gibran pak…
269,"Tadi nya mau milih pak prawowo, karna cawapres nya hmmm. Ga jadi deh. Inget pak 1 suara berharga"
270,"Saya sekeluarga 2x pilpres selalu pilih Pak Prabowo Subianto, insyaallah sekarangpun demikian siapapun cawapresnya🙌🔥"
271,"Pak @prabowo  salah milih cawapres alamat kalah lagi. Milih G, naiknya 5℅ yang putar haluan 30℅ 😂"
272,"Jika maju dengan Gibran, Bapak akan kehilangan separuh pendukung setia Bapak, termasuk saya. Saran saya Bapak harus maju dengan Pak @yusrilihzamhd beliau bisa Head to Head saat debat capres nanti dengan Pak Mahfudz MD."
273,"Maaf pak,saya kecewa banget kalau bapak pilih Gibran sebagai wakil…banyak orang yang lebih layak,pintar, bijak dan berkompeten untuk jadi wakil bapak.. di 2024 saya tadinya bersemangat banget untuk milih bapak, tapi kalau wakilnya Gibran, saya tidak akan milih bapak..😢"
274,"Rakyat ingin prabowo menang, tapi koalisi bapak tidak ingin baoak menang dengan cara mengusulkan gibran"
275,"Pak minta tolong jangan gibran ya pak, please 😢🥺😭"
276,Lawan sepadan nya prof. Mahfud ya prof @yusrilihzamhd
277,Kalau nanti bapak Terpilih jadi Presiden saya cuma minta satu . Medeka kan lah Palestina .
278,Bapak ini gandeng gibran demi narik suara joko? Suara joko kan cuma kpu bawaslu dan mk doang 😂
279,"Semoga bapak dengar suara rakyat, mayoritas komennya bpk smoga tdk bersanding dengan yg muda br 2th menjabat jd walikota 😢"
280,Sama RK yaa pak pleaseee
281,"PAK PLISSS PASANGAN SAMA RIDWAN KAMIL AJA PAK BIAR BAPAK KALI INI MENANG PAK, SAYA SEDIH KALO BAPAK GAK JADI LAGI , SAYA PENDUKUNG KERAS PAK PRABOWO @prabowo"
282,"Skip pak, saya pendukung bapak dari tahun 2014, sekarang saya stop maaf ya pak, saya ga respect sama wakil bapak"
283,"Ada yang ngomong 2X Pilpres Lalu Pilih Pak Prabowo Tapi Kalo Cawapresnya Gibran Tidak Jadi Pilih Pak Prabowo, Loh Bagus Donk😂Karna Sewaktu Kalian Pilih Pak Prabowo Toh Hasilnya Pak Prabowo tidak menang Ndro😂😮😢 PRABOWO GIBRAN THE BEST GASPOLLLLL"
284,Pak Prabowo cawapres nya pak Yusril aja pak😍
285,"Sama Pak Ridwan kamil aja please,, karna di antara semua kandidat sepertinya Pak RK yang punya elektabilitas tinggi dan kinerja nya bagus, pinter juga ., pastinya bisa membangun bersama Pak prabowo 🙏🏻"
286,Nitip sendal kalo sampe gibran wakilnyaa auto anis
287,"Dengarkan suara rakyat pak, jgn dengarkan suara partai golkar, kita gak perlu cawapres gen Z krn gak ngaruh juga,"
288,Pak @prabowo kenapa anda blunder...kenapa milih anak magang wapresnya...auto kalah bapak kalo gini..
289,"jam 7:00 pm sdh 5rb’an komen isinya “Pls Pak @prabowo Cawapresnya jgn Gibran” .
Pak @prabowo pertimbangkanlah suara2 pendukungmu.. 
Jangan sampai kehilangan 5000+ suara.."
290,"Masya Allah...maafkan saya dengan segala hormat,,kemungkinan pemilu kali ini saya tidak memilih bapak @prabowo karena cawapresnya pak Gibran,mungkin secara personil saya ada sedikit respect dengan beliau tapi tidak tempat dimana beliau bernaung🙏,sekali saya minta maaf pak karena sebelumnya2 saya selalu milih bapak🙏🙏"
291,Siap-siap gagal lagi capres 2024 kalau cawapres nya gibran
292,Wakilnya jgn gibran pa plisssssss
293,"Kepada bapak @prabowo yang terhormat jika pasangan dengan Gibran demi allah suaraku, jamaahku & massa ku semua elemen yg ada di banten akan pindah dukungan kepada @ganjar_pranowo . Camkan itu!! Kami sangat bangga dengan bapak @prabowo tapi jika salah pilih pasangan kami kecewa & kami jamin bapak gagal ke tiga x nya."
294,BLUNDERRRRRRRRR NGAMBIL GIBRAN JADI CAWAPRES . MAAF 2 KALI SAYA MILIH BAPAK PRABOWO KALI INI SAYA GA MILIH LAGI KALO WAKILNYA GIBRAN GAMASUK DI LOGIKA. KARNA CUMA PENGEN SUARA PENDUKUNGNYA JOKOWI JADI BLUNDER PARAH
295,Pak katanya pengen menang tapi bapa sendiri yang blunder pakk tolong pak kami ini pengen menang kan bapak
296,"Izin pak Prabowo, kalau Cawapres Bapak  Gibran. Kami tidak akan pilih Bapak.. saya sekeluarga 3 kali Pemilu selalu pilih Bapak 🙏🙏"
297,Salam hormat bpk alangkah baik nya cawapres bapak adalah orang yang sudah berpengalaman dan matang di bidang politik dan pemerintahan setidak nya seperti pak ridwan kamil atau pak yusril. Saya yakin bapak bisa memimpin negara ini menjadi lebih baik pak
298,"Siapapun wakil presidennya,  PRABOWO🔥🔥🔥 presidennya😍"
299,Prabowo - Yusril / Ridwan Kamil pak. perlu pasangan yg kuat melawan pak mahfud🔥
300,Maaf yah pak klo cawapres gibran saya ngga jd plih bapak..
301,Jangan buat kami kecewa Pak 🙏🏼
302,PAK CAWAPRESNYA JANGAN GIBRAN PAK DENGARLAH SUARA RAKYAT PAK PADAHAL 2024 BESAR KEMUNGKINAN PAK PRABOWO NAIK JADI PRESIDEN BANYAK SEKALI ANAK MUDA YANG MEMILIH PAK PRABOWO PRESIDEN 2024 TAPI GA JADI MILIH KARNA CAWAPRESNYA GIBRAN BANYAK YANG LEBIH PENGALAMAN PAK SEPERTI RIDWAN KAMIL MOHON DIPIKIRKAN KEMBALI PAK KAMI PENGGEMAR SETIA BAPAK GA INGIN PERJUANGAN BAPAK SELAMA INI SIA2 JANGAN SAMPE SALAH PILIH PAK INI KESEMPETAN BAPAK PERCAYA PAK🙏🏻🙏🏻
303,"kalau sama Gibran elektabilitas bapak turun, pilih pak Erick aja yg jadi pasangan bapak pasti menang di pilpres 🔥"
304,"PRABOWO-RIDWAN KAMIL👍,Tp klo mnrut pandangan sy jika ingin menang Telak di Jatim/mndpat suara terbyak dri NU ya PRABOWO-YENNY WAHID👍😁"
305,"Kalo bapak mau berhasil di pilpres 2024, bapak wajib pilih pak Erick sebagai wakil. InsyaAllah kalo pak Erick Thohir bener jadi wapres bapak, langkah bapak untuk jadi RI 1 bisa kesampaian, yakin pak!"
306,PRABOWO - ERICK TOHIR 🙏🙏🙏
307,Elektabilitas bapak ini sedang bagus karena kinerja di kementrian pertahanan bagus. Saya harap bapak pikir² dalam memilih cawapres. Saya harap sama pak @erickthohir 🙏
308,Pak bareng pak emil aja
309,"pak tolong di pertimbangkan lg soal cawapres itu, masa nyari cawapres main main, dipikir nya bakalan ngambil hati milenial? ngga pak milenial juga mikir keras buat kelangsungan bangsa, klo bener isu nya prabowo gibran, saya gak jadi untuk masuk tim pemenangan bapak"
310,Pak jangan gibran pak 😭
311,Cawapresnya ga bisa diganti aja bapak?
312,"Indonesia maju bersama pak Prabowo, Siapapun wakilnya akan saya dukung karena itu pilihan terbaik. Semangat pak Prabowo"
313,Pak harga beras kapan turun? 😢
314,"Auto tidak pilih bapak , jika gibran cawapres nya.. Sangat tidak setuju"
315,"Tenang saudara, kita lihat nanti bagaimana. Jika memang gibran resmi yg jadi wakil. Kita lihat kejutan apa utk indonesia maju ini ☺️"
316,"Tolong dengarkan suara kami pak, kami juga anak muda dan milenial serta sebagai perpanjangan tangan dari keluarga besar kami yg tidak setuju dengan gibran sbg paangan bapak"
317,Angkat pdt @pastorgilbertl jadi wapres 😁👍
318,"Malessssass liat gibran,, tak terlihat prestasi sama sekali, bapa plis jgn salah pilih wakil"
319,"Pak saya mohon jangan jadikan mas gibran wakil nya dulu ya, blm saat nya mas gibran jadi cawapres dia msh dini dalam politik pak, mending sma ridwan kamil atau erick thohir itu jauh lebih baik pak, saya pengen pemilu kali ini bpk yg menang pak, saya mohon pak, coba pertimbangkan lagi pak..."
320,RK pak wapres nya
321,Prabowo - Erick 🔥
322,Dulu prabowo kalah karna wapresnya bukan dari tanah Jawa. Begitupun pilpres 2014 bukan orang dari tanah Jawa otomatis pak Prabowo kalah telak di Jatim dan jateng yang kalian tau sendiri kan suara tanah jawab itu 60% loh dari total seluruh masyarakat Indonesia. Insya Allah 2024 dengan memilih Gibran pak Prabowo akan menang mutlak di pilpres kali ini 🔥🔥🔥🔥🔥😇 dan Jokowi pun akan enteng menjalankan roda pemerintahan nya setelah terlepas dari cengkraman nenek Mega yang selama 9 tahun menjadikan Jokowi sebagai petugas partai yang notabene semua keputusan yang di ambil Jokowi harus seizin nenek Mega.
323,Terus merajut kebhinekaan pak
324,"Bbrpa dekade slalu dukung bapak, apa lagi THN 2019 Ampe gontok2an ama tmn... Melihat wakilnya yg skrg skipppp SDH saatnya move on dr bapak Krn SDH berbau banteng"
325,Siapapun cawapresnya gak ngaruh karena sayaa tetap dukung PS❤️ liat aja pak ma'ruf atau pak budiono kan pelengkap saja daripada ngga ada😂😂
326,Ga ada wakil lagi selain gibran pak? Padahal masyrakat indonesia sangat berharap tahun ini jadi presiden. 🙏🙏
327,Waktu 2019 santer bahwa cawapresnya ahy atau ustad abdul somad ehh gataunya sama sandiaga uno. semoga skarang juga gitu beritanya sama gibran jadinya sama ridwan kamil
328,"PAK HARAPAN BESAR KEPADA PAK PRABOWO, JANGAN SALAH PILIH CAWAPRES. RIDWAN KAMIL DAN ERICK THOHIR ADALAH CAWAPRES YANG LEBIH MUMPUNI"
329,Semoga pak @ridwankamil ya pak yg jdi wapres bapak @prabowo Aamiin paling serius
330,@simon_astina mohon maaf pak. Saya puter balik ajalah. Salah tujuan ternyata
331,"Pak di ralat lgi jng cawapres nya gibran, tolong bpk g bakal menang"
332,Itu strategi emang sengaja di masukan cawapres hanya untuk menjatuhkanmu loh pak. Knp bapak milih gibran. Saya sudah 2periode kmarin setia sama bapak dan ingin bapak bsok mnjadi presiden 2024. Tp kali ini saya bimbingan pak karna mengetahui wakilnya😢
333,hati hati pak jangan sampe blunder 😢
334,"Pak pdhl saya nunggu2 pengumuman wakilnya Ridwan Kamil loh pak, krn pak Mahfud udah di kubu sebelah."
335,"Golkar dan pan sengaja ngajuin gibran agar bapak kalah dan selanjutnya mereka akan gabung ke koalisi ganjar... golkar menekan bapak supaya pilih gibran,, pdhal golkar punya kader bagus spt ridawan kamil,,"
336,"😢jangan salah pilih wakil lg pa, pdhl kami msh yakin ke anda..👏😢"
337,Pak saya kalo bapak sama Gibran saya batal deh beneran 😢😢 mo nangis 😭😭😭😭😭😭😭😭 pak RK lah pengalaman lebih jauh dari Gibran banyak perubahan dari jabar kerasa warga jabar 😢
338,Bapak izin jangan blunder ke arah dinasti oligarki ya pak🙏🏻
339,Masih ada tokoh lain yg kompeten dan punya karisma... ET RK YIM AHY ... kenapa harus GR? Apa ini permaianan 2 kaki si merah?
340,"CALON PRESIDEN 2024, KAMI MENDUKUNG @prabowo & @ridwankamil"
341,"Kami dari sumatera sepakat pilih pasangan Prabowo - Ridwan Kamil/Prof Yusril, kalo engga kami pilih pak Anies aja lah....kami udh 2 kali pilpres milih pak Prabowo tp kali ini bapak harus pandai² pilih cawapres"
342,hati2 jangan sampai blunder pak .. kali ini sinyal suara rakyat akan tertuju ke bapak .. kalau smpai blunder .. hilang sudah ~
343,"Lebih diperhatikan lagi pak untuk memilih wapres. Kalo memang gibran, saya rasa ada yg janggal . Bisa jadi ini semua trik pedei buat mengalahkan prabowo, dengan cara seperti ini mengirim gibran untuk diusung jadi wapres prabowo agar memicu sentimen negatif publik ke prabowo 🙏"
344,"Bapakku tersayang @prabowo kali ini saya pengen bapa menang tolong untuk tidak menggandeng Gibran sebagai wakil bapa 🙏🙏, bapa bisa duet dengan pa Yusril atau Ridwan Kamil. Pikir dulu ya paa pilih partnernya jangan sampe salah memilih wapres 🥺🙏"
345,"Bapak Prabowo Subianto yg terhormat. Saran saya dari hati saya yg paling dalam, semoga Bapak memilih yg pasti-pasti saja bisa pasti memenangkan PilPres nanti. Semua tergambar di Lembaga Survei, siapa sosok yg paling memberikan kemenangan besar untuk Bapak.. salam Indonesia Raya 🇮🇩💯"
346,"@prabowo ...Mumpung belum daftar ke KPU, pikir ulang sosok bacawapres yg cocok mendampingi anda.... RK lebih kompeten buat anda.... bukan saatnya coba². 💪😊"
347,"Knapa harus GIBRAN sih pak, bapak ini emang gak peengen menang apa, doyan banget kalah mulu, selalu blunder di akhir 😭😭 klo emang gribran wapres, saya terpaksa milih ganjar pak trimakasih 🙏🏼"
348,"Kalo bener Prabowo-Gibran, yakin 80% dari berjuta juta pendukung bapak pindah haluan🙏🏻"
349,"sm pak yusril aja ya pak, daripada saya golput😢"
350,ga jdi milih Bapak klo cawapresnya si gaban .. Ke AMIN aja
351,"PAK, PLEASE.  JADIKAN PAK ERIC TOHIR JADI CAWAPRES. AGAR TIDAK MENIMBULKAN PERPECAHAN. Karena  banyak dri pendukung pak prabowo ga suka jika mas gi gibran jd cawapres. Yaa masyarakat umum mandang nya kan pasti politik dinasti. Walaupun hak pemilihan kembali ke rakyat sendiri."
352,"MASA RIBUAN KOMENTAR INI GK DIDENGER SIH PAK, JANGAN GIBRAN PAK 😢"
353,JANGAN GIBRAN PAK
354,"Please dengerin orang2 di kolom komen semua ini pendukung setiamu ga ada yg setuju sama Gibran, kita lebih setuju bapak gandeng Ridwan Kamil"
355,Pak. Prabowo tolong dengarkan aspirasi  para pendukung setia mu . Cawapres  jngan Gibran.. Jngan terbuai  oleh saran  para lingkarann elite  sekitar bpak.  Pilih cawapres erik tohir  atau kofifah.  Ketua tim sukses kang emil. Mohon pak dengar kan. Bapak hrs punya prinsip jiwa patriot bapak di pertaruhkan  ini pertarungan bapak yg terakhir. Sy  tidak mau bapak kalah dengan permainan politik dia kaki yg di mainkan oleh  orang di sekieliling bapak. Mohon pak.  Allahu Akbar... 😂😂 @prabowo
356,"Jangan terpengaruh efek suara pak, kami kaum gen Z tidak peduli dengan power sebagai putra presiden 🙏"
357,Plis ini siapa sih timsesnyaaa.. iqra plis iqra ni komen2 netizen…. Plis jangan salah piliha pak.. harus RK kalo mau menang pakkk @prabowo @ridwankamil
358,"Pak, tolong pilih wakil scr bijak.. kalau dengan gibran, mohon maaf saya ngga jadi pilih bapak :"""" masih banyak cawapres lain yg lebih kompeten"
359,Team Pak Prabowo - Yusril 👉👉👉
360,Tombol Prabowo-Prof Yusril ➡️➡️➡️
361,Auto kalah sih kalo cawapresnya dr pdip atau partai boneka pdip
362,PROMIL - PRabowO ridwan kaMIL 🔥
363,Kalo bapak mau menang capres cawapres nya yusril pak
364,WAPRES jangan Gibran Plisssssss
365,Mohon maaf pak kalau capres nya gibran saya ...gak jadi pilih bapa ...lebih baik ridwan kamil pak
366,"Masa segini bnyk komentar bapak gk denger si kl  gk ada yg setuju bapak sm gibran. Ini admin yg pegang akun pak probowo tolong sampein kek lewat survey komenannya ke pak prabowo.., 
Qt gk jd pilih bapak ."
367,"@prabowo pak jngan smpe blunder ke 3 kalinya gara"" Ini sya berharap Bpk wakilnya pak ridwan kamil percaya deh Bpk akan menang telak"
368,Menunggu launching titipan dinasti jika jadi 🤭
369,Pak.prabowo yg saya hormati saya sudah sangat menginginkan BPK.prabowo TPi tolong kali ini npk Prabowo jangan smpe pilih wakilnya Gibran jangan smpe pendukung BPK.beralih jika BPK.wakilnya Gibran saya juga tiarap bersama yg Laen nya
370,"Pak Prabowo izin Pak, kalo boleh kasih pendapat untuk cawapres untuk saat ini lebih baik Pak Yusril Pak karena untuk oposisi dengan Pak Mahfud yang memiliki pengalaman yang sangat matang. Untuk Mas Gibran masih sangatlah muda Pak untuk menjadi cawapres masih sangat panjang perjalanan mas Gibran jangan terlalu terburu2. Pak Yusril juga menang 7x sidang di MK saat Pak Mahfud menjabat sebagai ketua MK ini alasan yang menurut saya pasti sudah dipertimbangkan dengan Pak Prabowo dan team. nama Pak Mahfud sangat terkenal dan baik dimata masyarakat setelah masalah Ferdy Sambo dan masaka Rafael pajak itu Pak. masa debat nanti sangat menentukan kami masyarakat dan social media sangat mudah diakses. ada beberapa counter jika mas Gibran sebagai cawapres karena dengan melawan Pak Mahfud yang sudah berpengalaman. Terimakasih Pak Prabowo saya berdoa semoga sesuai apa yang saya harapkan yaitu Pak Yusril Ihza Mahendra sebagai cawapres Pak Prabowo"
371,"PAKK KALO BAPAK BERPASANGAN SAMA GIBRAN , SAYA SKIP UNTUK MEMILIH BAPK , KECEWA !!"
372,Apa aku aja yg berpikir kalo akan ada plot twist ya disini 😂 trnyata bukan gibran cawapressnya 😅
373,Gak jadi ahhhh klu gibran jendrallllll
374,AKAN KALAH YG KETIGA KALINYA KALO PASANGAN NYA GIBRAN @gerindra @golkar.indonesia @golkar.jabar @prabowo @fraksipartaigerindra
375,Prabowo x Yusrill 🔥🔥🔥🔥
376,GIBRAN bagaikan KUDA TROYA buat Bapak 😢
377,"Hai Anak Muda jangan kau lemahkan Anak Muda! Usia bukan tolak ukur seorang mampu membuat sebuah perubahan besar! Mestinya kau senang dan bangga jika bagian dari anak muda maju jd Wapres, artinya kalian juga berpeluang maju jika kalian mau!!! Gas Prabowo-Gibran! 🔥 Abaikan komentar miring! Mereka pendukung sebelah yg takut dgn sosok hadirnya Gibran!!! Krn Jokowi adalah Gibran!  Gibran Adalah Jokowi! Ayo anak muda tunjukkan kau mampu bersaing dgn para senior!"
378,"Pak, kepikiran @yennywahid sbg cawapres gk? Utk ambil suara warga jatim? @agusyudhoyono @airlanggahartarto_official @zul.hasan"
379,(PAGI)PRABOWO GIBRAN PASTI MENANG DI 2024🔥GASPOL !!!! MENYONGSONG INDONESIA HEBAT DI PAGI HARI🔥👏
380,"Sama pak Ridwan Kamil pak, cocok banget. Kalau sama Erick Tohir resikonya dilawan sama para pecinta bola yang tersakiti🤣. Apalagi kalau sama gibran"
381,"Siapapun wakilnya PRESIDEN nya tetap PRABOWO 🇮🇩
ALL IN #PRABOWO2024"
382,Siapapun wakilnya saya tetap setia untuk kemenangan pak @prabowo 🔥🔥🔥
383,Sudah mantep milih Prabowo karena Salah pilih Cawapres jd pindah Ganjar saja.
384,"Kalo cawapres Gibran, saya gak milih pa Prabowo lagi,"
385,Tombol Prabowo - Ustadz Adi Hidayat ➡️➡️➡️
386,"Pakkkk plis @ridwankamil aja yang jadi cawapresnya pak…
ya Allah pak tumben2an lho ini saya ikut2an politik gini pak… 😂😂😂 pokoknya harus pak RK ya pakkkkk"
387,"pak tolong pikirkan baik2 soal cawapresnya ya, jangan salah orang, jangan sampe orang yg bapak pilih bisa jadi penyebab kekalahan bapak 😢 jangan buat kami para pendukung bapak kecewa :("
388,Ayo pak masih ada pak ridwan kamil sm prof yusril plis jgn gibran pakk
389,Suara pak prabowo akan hilang lebih banyak jika gibran jadi wakilnyaaa..
390,"Saya fans berat bapak, tolong pikirkan lagi kalau bapak mau pilih gibran jadi wakilnya🙏"
391,@prabowo saya dengan hormat pak tolong wakil bapak anak muda dengan nama sabrang damar panuluh pak
392,"Pak @prabowo ayolah pak jangan blunder jika ingin menang di pemilu 2024 nanti, saya sangat mendukung prof @yusrilihzamhd yg menjadi cawapres bapak @prabowo 😢"
393,golput pak klo sm gibran
394,❤️❤️
395,Pasti NYUNGSEP kalau nekad pakai Cawapres Gibran... coba aja 😂😂😂
396,"@feptibunga_ cuy maaf ya gue random, tapi gue blum move on dari bapak ini cuyyyy dri dulu kita pilih bapak ini cuyyy, tapi kalo wakpresnya anak pak owi aku moveon kali ini 😢"
397,"Pak kalau jadi presiden, tlong bikin program gaji Umr, yg mana gaji pokok itu umr dan uang makan dluar gaji pokok. Selama ini saya kerja gaji yg saya terima itu umr (gaji pokok+uang makan=umr) mana tdk trima bulat, di potong bpjs koperasi dll. Itu pun uang makan di kalkulasi kan hari kerja dlm sbulan. Klu bulan gak full alias bnyak tgl merah, uang makan saya di potong lagi. Jd gak nyampe umr. Kbtuhan bnyak pak. Jgn asn saja yg di sejahterakan pak. ."
398,"Gibran belum layak jadi cawapres pak, biar gibran menimba pengalaman lebih dulu, mungkin periode berikutnya baru gibran, untuk sekarang jangan dulu pak"
399,Prabowo & Ridwal kamil HOPE🤲🤲🤲🤲🤲🤲
400,Ngapain milih bocah pak ettdahhh
401,@prabowo SELAMAT PAK ANDA SUDAH KALAH SEBELUM BERTANDING.
402,"Jatohnya blunder sih kalo cawapresnya gibran,emang gk ada yg lain pak selain dia😢?"
403,🔥🔥🔥
404,Bapak Prabowo - Gibran🔥🔥🔥😍😍😍😍
405,Kami segenap kru shp menolak dengan keras gibran sebagai wakil bapak
406,Prabow - Ridwan kamil
407,@arifrianto28 @kita ke bapak yuk buat nyampein keluh kesah MANTAN garda terdepan COVID 19 yang saat ini bimbang tkt di phk rumah sakit
408,Pantau terus @benisurentu
409,Jdi males klo cawapresnya beneran itu. Skip
410,Tolong pak jangan sama gibran pak
411,"Jangan sampai blunder pak, elektabiltas bapak sudah tinggi, jangan jadi drop gara2 cawapresnya Gibran.."
412,"PAK PRABOWO YG TERHORMAT, PLEASE BACA KOMEN KAMI. KAMI TIDAK MAU WAPRES NYA GIBRAN, JANGAN BIKIN KAMI KECEWA PAK 🙏🏻😭💔 BAPAK ORG CERDAS MELEBIHI KAMI, JADI PLEASE BERIKAN KEPUTUSAN YG TEPAT. KAMI SANGAT MENCINTAI BAPAK, PLEASEEE SIAPAPUN WAPRES NYA KAMI TERIMA KECUALI GIBRAN !!!"
413,Ijin bapak berkenan bersama cawapres ibu khofifah..pasti jatim ekstabilitas nya tinggi
414,Bismillah cawapresnya pak Yusril 👏👏👏👏👏
415,"Pa @prabowo tercinta, saya berharap sekali bapak tahun depan terpilih jadi presiden itu dambaan saya dan keluarga. Tapi saya mohon jgn sama gibran. Pa @ridwankamil lebih baik mendampingi bpk"
416,tdinya udh bulet mau milih..eh cawapresnya si nganu..skip pak..maaf
417,@prabowo  and @susipudjiastuti115  pasti gayeng pak 🔥🔥
418,KALAU GIBRAN PILIHANNYA RAKYAT KECEWA 🔥
419,Kang emil cawapres🔥🔥🔥
420,"Plese pak jangan gibran pak saya sedih dengernya sumpah pak 😢😢😢 plese pak jangan gibran pak saya yakin kepada bapak,tapi klo gibran yg jd wakilnya belum pantas pak mendampingi bapak pak...😢😢😢😢"
421,PRABOWO - RIDWAN KAMIL
422,Pak wapres nya saya aja
423,Pilihlah pak yusril sbg wakil presiden @prabowo
424,"Pak kalo cawapresnya mas gibran gajadi dukung bapak 🙏, kenapa gak sama pak @ridwankamil aja? Mohon dipertimbangkan lagi pak🙏 semoga dibaca"
425,Memutuskan Dan Menimbang Capres Cawapres : Prabowo Subianto - Erick Tohir
426,"Bukan politik dinasti, kiprah Jokowi dalam awal karirnya sebagai walikota Solo, lalu gubernur DKI dan sampai sekarang menjadi orang nomor 1 di indonesia selama 2 periode tak lepas dari peran siBanteng. bahkan sampai saat ini jangan di kira Jokowi telah lepas menjadi petugas partai. 
Logikanya dengan sepanjang karir suksesnya di dukung siBanteng mana mungkin akan berkhianat sama partainya.
Gibran di korbankan oleh siBanteng biar seolah² jokowi yg berambisi memuluskan politik dinastinya, padahal dengan keputusan mengejutkan dari MK dan di dukung pernyataan Prof Mahfud yg bilang keputusan MK tak bisa di ganggu gugat, sudah sangat terbaca strategi siBanteng yg dengan sengaja Gibran di korbankan untuk menjegal Prabowo, di tambah berita ganda keluar bersamaan yg menyebutkan Gibran di tunjuk sebagai tim pemenangan Ganjar-Mahfud dan berita satunya menyebutkan Gibran terbang ke Jakarta menghadiri pertemuan dengan Golkar, 
Disini terbaca, seolah² publik sengaja di giring agar termakan isu Politik Dinasti yang dimainkan keluarga Jokowi, seolah² Jokowi dan Gibran telah berkhianat dengan siBanteng.
Padahal ini adalah skenario siBanteng menjegal Prabowo.
mengingat lawan si banteng terkuat saat ini hanya Prabowo. 
Dengan Prabowo mengusung Gibran otomatis pendukung Prabowo akan terpecah isu politik dinasti.
Sangat Jitu sekali Strategi yg dimainkan siBanteng"
427,"Tadinya ALL IN KE BAPAK MELIHAT CAWAPRESNYA GIBRAN BAUH"" BANTENG SAYA MILIH ANIS AJA SAYA MAU INDONESIA ADA PERUBAHAN"
428,Kalo cawapresnya Gibran skip pak maaf tadi niatnya mau all in ke bapa tapi gk jadi klo gitu
429,"Pak @prabowo , bapak terjebak oleh politik PDIP .. agar bapak kalah 3x... Aduh kenapa gak pilih yang lain sih pak... Maaf pak saya balik kanan🙏"
430,Pak Prabowo - Pak Ridwan Kamil ===>>
431,"Ayolah bapak jangan blunder pak jangan sma mas G dong pak😢masih ada bapak RK,jangan membuat saya jd golput akhirnya klo bapak sma mas G"
432,"Saya cuma mau bilang, duetnya Prabowo x Yusril bakal jadi combo terkuat. Tidak ada hal realistis yg patut diperjuangkan selain merekomemdasikan org terbaik yg capability nya matang utk mengurus negara, daripada hanya bertumpu ke strategi pemenangan capres-cawapres. Prof. Yusril hanya perlu panggung utk buktikan itu, apalagi anak-anak millenial & gen Z terkenal 'critical thinking' nya. Jadi perlu juga figur bagaimana mengelola 'critical thinking' anak muda ini. 🙏"
433,Prabowo - Yusril 🙌  Biar ps debat jwbnya PAS 🔥🔥🔥
434,Pak kenapa Gibran pak? Kan masih ada pilihan yg lain pak😢😢
435,"KALAU CAWAPRESNYA GIBRAN,SAYA KECEWA PAK,SAYA ALLIN ANIS INSYAALLAH ☝🏻"
436,"Blunder banget bapak kalo sampe pilih gibran,"
437,"Jangan smpe blunder pak, masa 3x jdi capres gagal lagi, bapak latar belakang militer, ketum partai lagi, jgn di setir lagi pak. Kok skrng apa apa pak lurah apa apa pak lurah, ayo tunjukin taji nya pak prabowo"
438,"Kami tidak butuh cawapres yg usia muda pak!! Yg kami butuhkan adalah cawapres yg memang siap menjadikan negara ini lebih maju bersama bapak,.."
439,"Anhe aneh aja netizen ini, jangan PRABOWO - GIBRAN . Kalo udh fix, jadi lu pada mau pilih siapa ? Ganjar ? PDI NAIK LG GITU ? . Aneh lu pada"
