index,comments
387,A1 MENANG PAKKKK
388,Siapapun wakilnya saya dr pemilu yg dulu2 juga pilih pak Prabowo🔥🔥
389,Bismillah Pak @prabowo Presiden 2024 👍👍
390,All in prabowo 2024🔥❤️👏
391,ALL IN PRABOWO 🙌
392,"Kali ini karena Gibran sudah berlabuh menjadi wapres Pak Prabowo, saya akan dukung Pak Prabowo. Semoga sukses menjadi Presiden RI nggih Pak"
393,All in..🔥
394,🔥
395,Innalillahi wainnailaihi rojiun
396,"Sehat selalu pak @prabowo  dan mas @gibran_rakabuming semoga allah memudahkan jalan dan niat baik serta tujuan bapak aamiinn.. Allah ngga tidur pak, kita disini semua dukung bapak yang selalu mengutamakan anak-anak muda dan penerus bangsa ini.."
397,2024 jatahnya pak prabowo 🙌 All in
398,Pak prabowo presidenku🥰🥰🥰🥰🤍🤍🤍🤍
399,Kacau
400,Dari Kalimantan Timur Berau siap dukung prabowo
401,Projo merapat.
402,@tonykaylaramadhan  pancet opo berubah 🫣🫣
403,❤️❤️❤️🔥🔥🔥🔥
404,aku pada mu pak🔥🙌
405,Wakil nya siapa ?
406,Bismillah😍
407,🔥🔥🔥🔥
408,Semangatttt yoo pakde 🔥🔥🔥
409,Saya dulu pendukung setia Prabowo...tapi karena beliau menggandeng wakil yg tidak berkualitas... terpaksa saya pindah haluan...kenapa harus dia...apakah tidak ada yg lain yg berkualitas...
410,All in
411,sebenarnya duet pak gemoy dan pakde jkw sih ini.
412,All in Prabowo-Gibran🔥🔥🔥
413,siapa aja presidennya asal bukan dari PDIP 🫠 ga mao liat mak banteng lagi
414,😍🔥😍 PRABOWO GIBRAN 😍🔥😍
415,all in prabowoo🔥🔥🔥
416,Ayo pak lanjutkan... BISMILLAH WAYAHE. DADI 😍👏
417,"Tapi bapak harus sehat selalu yaa, biar bapak yang selalu pegang kendali🥺😭🙏🏻🤗"
418,All in Prabowo 🔥🙇
419,ALL IN PRABOWO
420,Dari segi kader aja udh menang putaran pertama tapi gatau ya kalo kaya yg dulu lagi ytta😂
421,ALL IN PRABOWO SUBIANTO🔥🔥🔥
422,Dalam Nama Tuhan Yesus. saya dukung bapak @prabowo . mohon izin pak apabila nanti bapa terpilih menjadi presiden. semoga pembangun GEREJA di seluruh indonesia ini tanpa kendala apalagi penolakan .🙏🙏🙏
423,ALL IN PRABOWO🔥❤️
424,"SEMOGA ALLAH MERESTUI SEGALA NIAT BAIK,Sehat terus Pak Prabowo❤️"
425,BISMILLAH ALL IN PRABOWO 🔥
426,All in 🔥
427,🔥🔥🔥
428,🔥
429,Bismillah menang pak🙏 @prabowo 2024 all in prabowo👍
430,@jessbaramuli_ @nurainiaprlia @monicaomega follow dlu tpe papa kalau nni anggap kita bestie
431,🔥❤️
432,All in 🔥 @asriiadi.a @isra_djamil @alwansyafran @rahmatullahnur
433,"Gibran jadi walikota baru 2 tahun sumpah jabatan sampe 5 tahun knpa sudah ambisi menjadi wakil presiden? Knpa MK langsung merubah batas usia capres dan cawapres ketika prabowo belum memiliki wakil nya? Sedangkan ketua MK adalah paman nya? Apakah rakyat indonesia dengan Jutaan anak muda yg lebih berprestasi , lebih punya potensi, lebih punya kepandaian, lebih berilmu Gak ada lagi anak bangsa di indonesia ini,? Faktor utama apa yg menjadikan gibran wakil prabowo? Apakah ini titipan dari jokowi ayahnya presiden karena para ketua partai kualisi indonesia maju mendapat jatah jadi menteri-menteri nya ? Apakah kader-kader partai yg pernah menjabat jadi kepala daerah tidak ada yg berkualitas selain gibran, contoh nya pak ridwal kamil, contoh nya khofifah, ? Tolong jawab pendapat rakyat wahai pak prabowo"
434,❤️
435,pak prabowo ngapa gemoy banget sihh astagaa 😭😍
436,🔥
437,Gmn gmn gmn mau ikut keluarga apa mau ttp Istiqomah disini?? @syahfitrinadianur @nailapt__ @anfaww @ranortwone 😂
438,👏👏👏
439,Bismilah bapak
440,👏 💪😎
441,@arik.mop spatu papa dipke gibran noh 😄
442,"Karna Gibran wakil pak Prabowo, saya follow akun IG nya"
443,Semangat bapak gemoy❤️
444,Al in Prabowo @fnny_membubu @angellaratuedo @chindyclaudiaman ❤️🙌
445,"2014, 2019 (sdh berjuang dg 08) tapi ternyata dibawah meja sdh ada deal2an, kalah atau menang akan ikut gerbong pemerintahan..bukti empiris ya pak..pendukung ditingkatkan bawah masih gontok2an karena merasa dikhianati eh pemimpinnya sedang duduk manis dalam pesta dengan mantan pesaingnya di pilpres..ironi yg sangat ironis..maka 2024 nanti keluarga kami sdh ikrar mencari calon pemimpin baru yg berjiwa pembaharu, maka AMINkan dulu semoga pak Anies Rasyid Baswedan menjadi Presiden di 2024.."
446,All in prabowo - gibran🔥
447,Kayak anak bapak 😍❤️
448,@prabowo saya masi sayang sama baoak🥹🥹🥹
449,PAK PRABOWO DAN PAK JOKOWI JUNIOR
450,FIX MENANG 2024 💯
451,"siapapun presidennya itu sudah di takdikan Allah, jika Allah berkehendak meski bagaimapun ttep akan jadi. bismillah semangat bapak prabowo dan mas gibran 🔥🔥🔥"
452,"izin unfollow, ya pak🙌"
453,bismillah semangat pak ketua✌️
454,😍😍😍😍😍😍😍😍😍😍😍😍maju
455,"Bismillah pak, semangat bapak. Kami padamu. All in Prabowo 🔥"
456,Bismillah ya pak ❤️
457,PAS HARI ULANG TAHUN SAYA PAK HARI INI DAN HARI INI SAYA MASIH DENGAN SUARA SAYA YANG DULU. PRABOWO SAMPAI JADI PRESIDEN RI 😅👊🏻👊🏻👊🏻
458,all in prabowo-gibran🔥
459,Bismilah pak @prabowo & mas @gibran_rakabuming  MENANG Presiden 2024 🔥🔥👏
460,All in prabowo. 🔥
461,Bismillah satu putaran menang telak aminnnnn
462,❤️❤️ tetep dukung bapak prabowo
463,Gak tau dari awal nyalon Pokoknya tetap PRABOWO 🔥
464,INTINYA PAK PRABOWO PRESIDEN KITA 2024 aamiin 😍 bangga banget punya presiden seperti beliau 🥰
465,AKU PADAMU PAKKKK DAN MAS 😍😍😍😍😍
466,Semangat Pak👏👏🙌🙌
467,🇲🇨🇲🇨🇲🇨
468,Bismillah 🙏😇
469,Bismillah... semoga menang pak @prabowo & mas @gibran_rakabuming
470,🔥🔥🔥
471,SEMANGAT PAK❤️❤️
472,All in Prabowo 🔥
473,All in prabowo🔥
474,🔥🔥
475,"Namaku adalah #gibran jangan panggil aku anak kecil paman🤭🤪
ALL IN PRABOWO - GIBRAN🔥"
476,SEHAT” YA PAKK ALL IN BAPAK POKOKNYA❤️
477,❤️❤️❤️
478,ALL IN BAPAKKKK🫶🏼🫶🏼🫶🏼🫶🏼
479,Bissmillah semoga 2024 🤲🏻 PRABOWO GIBRAN ❤️❤️❤️
480,Kakak @febriana_vera masihkah kita satu hati...🤩
481,❤️❤️❤️❤️
482,❣️
483,Gw dukung lo pak 🔥🔥
484,Bismillah bapa gemoy🔥❤️
485,"Awalnya kecewa, mau pindah aja gak si. tp setelah ikuti kata hati. Loh kok aku masih tetap Prabowo 😮🥰"
486,"Wait and see, permainan yg sebenarnya akan segera di mulai.. Yang bilang dlu bpk JK bonekanya banteng kalian terkecoh😂 ini jawabannya politik dinamis yg penuh kejutan, langkah pak JK yg tdk bisa di tebak, perlahan lahan merancang penerusnya.. Mas Gibran ❤ pilihan yg tepat Pak! 👏🔥❤️"
487,"Mas gibran dipilih sebagai cawapres bukan tanpa alasan, pasti sudah di pertimbangkan matang-matang. Bismillah pak, siapapun wakilnya ❤️"
488,"Pengen umroh tapi gak ada dananya pak,"
489,Klo bapak jadi presiden berangkatin saya umroh yah pak🙏🥺
490,Kami anak muda all in pak prabowo-gibran🔥
491,❤️
492,Guyss ingat siapa yang bikin piala dunia di Indonesia batal!!! All in Prabowo ♥️🇮🇩
493,Aku padamu pak🔥❤️
494,"Insyaallah dengan adanya mas Gibran, suara anak-anak muda akan lebih terdengar dan tersampaikan.. ❤️🔥"
495,All in 🔥🔥
496,Love You Pak Prabowo..🫶 Bismillah maju pantang mundur..Siap mendung Bapak..💪 @syailendraphoto @juragan_undangan @teguh.arbetson
497,Tetep dhati❤️
498,"Semangat, Pak."
499,BISMILLAH PAK ❤️ 🇮🇩
500,Gasss pak🔥
501,Ini yang kumau.
502,"Polling yuk, silakan tekan tombol yg pilih Anies-Muhaimin (AMIN)>>>>>>>>>>>>>>"
503,prabowo presiden ku 🔥❤️
504,"Menang, menang, menang. Tuhan memberkati. 🙏👍👍"
505,Saya dulu prabowo tapi sekarang Anies
506,All in prabowo
507,👏👏👏👏👏👏👏Bismillah Menang🇮🇩🇮🇩
508,all in prabowo-gibran🔥👏
509,Dari tahun ke tahun selama masih ada gambarmu di kertas itu bakal tetep tak coblos Pak! 🔥
510,Perawan = PERAbowo With gibrAN😂
511,CAPRESKUUU🔥🔥🔥
512,All in PraBran 2024 🔥🔥
513,Insyaallah Allah kalo ini wakilnya saya pilih pak Anis mohon maaf pak bapak seharusnya pilih pak Ridwan Kamil sbgai capresnya
514,All in Anis
515,all in🔥
516,Bismillah Prabowo Gibran RI 1&2🤲
517,🔥🔥
518,Pa saya dukung bapa terserah yang lain mau dukung siapa bodoamat ❤️
519,All in pak prabowo
520,NTT ALL IN PRABOWO-GIBRAN 🦋🕊️❤️🙌🥳
521,Bismillaah PRABOWO-GIBRAN 👏🔥❤️
522,❤️
523,ALL IN PAK PRABOWO & MAS GIBRAN ❤️
524,ALL IN PA
525,MAGELANG ALL IN PRABOWO-GIBRAN
526,"Saya dulu ke Pak Prabowo, tapi saya All in ke Pak Anies ❤️"
527,2x Pilpres pilih Prabowo...krn takut kalah lagi ..apalagi salah pilih Cawapres...saat nya pindah ke Capres lain...AAMIIN
528,ALL IIN 🇮🇩❤️
529,"Pak saya warga tangerang dukung bapak,,2 x pemikihan slalu dukung bapak,,dan yg ke 3 x ny akan dukung bapak,,sehat slalu ya pak😢😢"
530,Bismillah presiden 2024 prabowo-gibran🔥
531,Warga fesbuk sepakat no BANTENG !!!!! SEMANGAT THE NEXT PAK PRESIDEN RI
532,"all in nihh, ada lawan?"
533,"TETEP PRABOWO-GIBRAN(JOKOWI) , KALAU YG LAIN TAKUT IKN GA JALAN, WONG BANGUN JALAN REMBANG AJA SEUMUR HIDUP GA JADI2😂😂"
534,BISMILLAH INDONESIA EMAS BERSAMA PRABOWO-GIBRAN🔥🔥
535,"Santaaaaiiii WO, karena semua akan ANIES pada waktunya. 🔥🔥 (;manis)"
536,BABEH  Tantanan Dunia ini sudah melenceng dari KONSEP
537,2024PrabowoGibran 🔥
538,Bismillah ya pak🥹🙏🏻❤️
539,ALL IN PRABOWO -GIBRAN🙌🙌
540,"Utk ketiga kalinya, saya izin Move on pak 😢🙏"
541,Mana suaranya para pendukung pak Prabowo Gibran di 2024 👏🙌❤️
542,"Kalo memang kalian mendukung Pak Prabowo dari Hati.. pasti ga akan kecewa , apapun keputusan yg di ambil psti sudah d pikiran matang2.. sehat slalu Pak @prabowo .. ALL IN PRABOWO - GIBRAN ❤️"
543,Milenial dan Gen-Z Sumatera Utara siap memenangkan Bapak @prabowo dan Mas @gibran_rakabuming untuk menjadi Presiden dan Wakil Presiden Republik Indonesia periode 2024-2029.
544,@senja_arinta59 🔥🔥
545,@husni_anto amin
546,"PRABU👍, PRA @prabowo, BU (rakaBUming) @gibran_rakabuming"
547,Info loker @iamrahmatnovrialdii @haliimm19 @ozisptra_ @arkasptn
548,"Masi ada aja yg milih, kocak🤣"
549,@cndymilkky all in pra-gib ini ma🔥
550,Semngat bapak @prabowo bismillah menang ✨✨✨✨✨
551,Bismillah Bapak❣️💫
552,All In Prabowo Gibran🔥🔥
553,Semangat pak🔥
554,all in prabowo-gibran❤️‍🔥❤️‍🔥❤️‍🔥
555,"Klo sudah jadi presiden, jangan lupa sama saya pak, saya suport dari 2014😍😢"
556,siap support❤️
557,"PSI dukung prabowo-gibran, 2024 prabowo menanggg😍😍"
558,Anak muda all in prabowo lah ♥️✌️
559,Turukan harga mie ayam baksooooooooo🔥🔥🔥
560,All in PRABOWO - GIBRAN 🔥🔥🔥
561,Karawang siap all in Prabowo presiden RI ❤️
562,Bismillah PRABOWO-GIBRAN menang telak 1 Putaran 🇮🇩
563,❤️
564,"Pak, saya cinta bgt sm bpk, dr awal sy cukup umur untuk pemilihan sy dukung bapak smpe skr❤️ sehat terus pak, semoga bisa bertemu"
565,"INSHAALLAH BAPAK TAHUN INI REZEKI BAPAK MENJADI PRESIDEN ❤️, SEHAT SELALU BAPAK"
566,"Seharusnya ada UU selagi ortu msh jadi presiden maka ank atau pun menantu tdk boleh menjabat,klw seperti hubungan buk Mega dan pak Jokowi jadi renggang gara gara suatu permasalahan 🙏🏼"
567,Saya dari NIAS mendukung berat paka Prabowo - gibran🙌🔥🔥❤️❤️🔥
568,Bapa sehat sehat terus paaaa
569,🙌
570,Saya yakin bpk menang 👏
571,"Tadinya saya kepingin mendukung @ganjar_pranowo dan @mohmahfudmd tetapi sekarang kok jadi bingung saya, hati saya kok condong ke @prabowo @gibran_rakabuming . Sesulit inikah memilih Capres-cawapres. Padahal 2014 dan 2019 tidak pernah segalau ini 😂😂"
572,All in Prabowo-Gibran ❤️
573,❤️❤️🙌🙌👏👏
574,ALL IN PRABOWO SUBIANTO SEBAGAI PRESIDEN KE 8 Amin🤲🤲🤲
575,🤍🤍🤍
576,"No petugas partai, No ingkar2 janji, pokoknya All in #Prabowo2024 🔥"
577,ALL IN PRABOWO❤️🔥
578,All IN Prabowo -gibran🙌
579,Yesss calon presiden dan wakil nya 😍😍
580,GUA NIAT DUKUNG BELIAU DARI DULU TANPA MELIHAT SIAPA WAKILNYA. SEKRANG TETAP SAMA GA BERUBAH. SERTAN APA SALAHNYA SOSOK ANAK MUDA YG MENJADI WAPRES. PENTING NIAT DAN TEKAD YG BAIK UNTUK INDONESIA YG LEBIH BAIK 🙏🏻🙏🏻🙏🏻👊🏻
581,All in 🔥
582,❤️
583,"Saya dari dulu simpatisan Bpk sya slalu dukung Bpk. Namun disayangkan dipilpres skrang cawapres Bpk bukanlah yg sya harapkan Pak. Yg muda2 maju itu bagus Pak. Tapi disini bkan hanya sekedar pengabdian kpd Negara  tapi disini tentang seorang pemimpin negara yg harus bnar2 matang, berpengalaman, berkapasitas ngerti tentang mengatur kenegaraan bahkan beridiologi dgn negara manapun. Sya tidak mau trulang kembali pemimpin (wapres) yg kurang kinerjanya hanya sekedar nama besarnya saja. Mnurut saya bnyak kandidat Cawapres yg lebih matang, berprestasi, berkapasitas, berpengalaman dan berkarisma sperti Bpk. Sya lebih baik Mundur Pak mohon maaf..."
584,"""Selalu Meleset""...sudah ditakdirkan,tak akan pernah yah...(simpan ramalan ini)...bukan tujuan mempengaruhi pemilih,...tapi masyarkat Indonesia akan sy edukasi untuk bisa berpikir logis dlm ambil keputusan..."
585,All in prabowo gasih
586,A1 MENANG PAKKKK
587,Siapapun wakilnya saya dr pemilu yg dulu2 juga pilih pak Prabowo🔥🔥
588,Bismillah Pak @prabowo Presiden 2024 👍👍
589,All in prabowo 2024🔥❤️👏
590,ALL IN PRABOWO 🙌
591,"Kali ini karena Gibran sudah berlabuh menjadi wapres Pak Prabowo, saya akan dukung Pak Prabowo. Semoga sukses menjadi Presiden RI nggih Pak"
592,All in..🔥
593,🔥
594,Innalillahi wainnailaihi rojiun
595,"Sehat selalu pak @prabowo  dan mas @gibran_rakabuming semoga allah memudahkan jalan dan niat baik serta tujuan bapak aamiinn.. Allah ngga tidur pak, kita disini semua dukung bapak yang selalu mengutamakan anak-anak muda dan penerus bangsa ini.."
596,2024 jatahnya pak prabowo 🙌 All in
597,Pak prabowo presidenku🥰🥰🥰🥰🤍🤍🤍🤍
598,Kacau
599,Dari Kalimantan Timur Berau siap dukung prabowo
600,Projo merapat.
601,@tonykaylaramadhan  pancet opo berubah 🫣🫣
602,❤️❤️❤️🔥🔥🔥🔥
603,aku pada mu pak🔥🙌
604,Wakil nya siapa ?
605,Bismillah😍
606,🔥🔥🔥🔥
607,Semangatttt yoo pakde 🔥🔥🔥
608,Saya dulu pendukung setia Prabowo...tapi karena beliau menggandeng wakil yg tidak berkualitas... terpaksa saya pindah haluan...kenapa harus dia...apakah tidak ada yg lain yg berkualitas...
609,All in
610,sebenarnya duet pak gemoy dan pakde jkw sih ini.
611,All in Prabowo-Gibran🔥🔥🔥
612,siapa aja presidennya asal bukan dari PDIP 🫠 ga mao liat mak banteng lagi
613,😍🔥😍 PRABOWO GIBRAN 😍🔥😍
614,all in prabowoo🔥🔥🔥
615,Ayo pak lanjutkan... BISMILLAH WAYAHE. DADI 😍👏
616,"Tapi bapak harus sehat selalu yaa, biar bapak yang selalu pegang kendali🥺😭🙏🏻🤗"
617,All in Prabowo 🔥🙇
618,ALL IN PRABOWO
619,Dari segi kader aja udh menang putaran pertama tapi gatau ya kalo kaya yg dulu lagi ytta😂
620,ALL IN PRABOWO SUBIANTO🔥🔥🔥
621,Dalam Nama Tuhan Yesus. saya dukung bapak @prabowo . mohon izin pak apabila nanti bapa terpilih menjadi presiden. semoga pembangun GEREJA di seluruh indonesia ini tanpa kendala apalagi penolakan .🙏🙏🙏
622,ALL IN PRABOWO🔥❤️
623,"SEMOGA ALLAH MERESTUI SEGALA NIAT BAIK,Sehat terus Pak Prabowo❤️"
624,BISMILLAH ALL IN PRABOWO 🔥
625,All in 🔥
626,🔥🔥🔥
627,🔥
628,Bismillah menang pak🙏 @prabowo 2024 all in prabowo👍
629,@jessbaramuli_ @nurainiaprlia @monicaomega follow dlu tpe papa kalau nni anggap kita bestie
630,🔥❤️
631,All in 🔥 @asriiadi.a @isra_djamil @alwansyafran @rahmatullahnur
632,"Gibran jadi walikota baru 2 tahun sumpah jabatan sampe 5 tahun knpa sudah ambisi menjadi wakil presiden? Knpa MK langsung merubah batas usia capres dan cawapres ketika prabowo belum memiliki wakil nya? Sedangkan ketua MK adalah paman nya? Apakah rakyat indonesia dengan Jutaan anak muda yg lebih berprestasi , lebih punya potensi, lebih punya kepandaian, lebih berilmu Gak ada lagi anak bangsa di indonesia ini,? Faktor utama apa yg menjadikan gibran wakil prabowo? Apakah ini titipan dari jokowi ayahnya presiden karena para ketua partai kualisi indonesia maju mendapat jatah jadi menteri-menteri nya ? Apakah kader-kader partai yg pernah menjabat jadi kepala daerah tidak ada yg berkualitas selain gibran, contoh nya pak ridwal kamil, contoh nya khofifah, ? Tolong jawab pendapat rakyat wahai pak prabowo"
633,❤️
634,pak prabowo ngapa gemoy banget sihh astagaa 😭😍
635,🔥
636,Gmn gmn gmn mau ikut keluarga apa mau ttp Istiqomah disini?? @syahfitrinadianur @nailapt__ @anfaww @ranortwone 😂
637,👏👏👏
638,Bismilah bapak
639,👏 💪😎
640,@arik.mop spatu papa dipke gibran noh 😄
641,"Karna Gibran wakil pak Prabowo, saya follow akun IG nya"
642,Semangat bapak gemoy❤️
643,Al in Prabowo @fnny_membubu @angellaratuedo @chindyclaudiaman ❤️🙌
644,"2014, 2019 (sdh berjuang dg 08) tapi ternyata dibawah meja sdh ada deal2an, kalah atau menang akan ikut gerbong pemerintahan..bukti empiris ya pak..pendukung ditingkatkan bawah masih gontok2an karena merasa dikhianati eh pemimpinnya sedang duduk manis dalam pesta dengan mantan pesaingnya di pilpres..ironi yg sangat ironis..maka 2024 nanti keluarga kami sdh ikrar mencari calon pemimpin baru yg berjiwa pembaharu, maka AMINkan dulu semoga pak Anies Rasyid Baswedan menjadi Presiden di 2024.."
645,All in prabowo - gibran🔥
646,Kayak anak bapak 😍❤️
647,@prabowo saya masi sayang sama baoak🥹🥹🥹
648,PAK PRABOWO DAN PAK JOKOWI JUNIOR
649,FIX MENANG 2024 💯
650,"siapapun presidennya itu sudah di takdikan Allah, jika Allah berkehendak meski bagaimapun ttep akan jadi. bismillah semangat bapak prabowo dan mas gibran 🔥🔥🔥"
651,"izin unfollow, ya pak🙌"
652,bismillah semangat pak ketua✌️
653,😍😍😍😍😍😍😍😍😍😍😍😍maju
654,"Bismillah pak, semangat bapak. Kami padamu. All in Prabowo 🔥"
655,Bismillah ya pak ❤️
656,PAS HARI ULANG TAHUN SAYA PAK HARI INI DAN HARI INI SAYA MASIH DENGAN SUARA SAYA YANG DULU. PRABOWO SAMPAI JADI PRESIDEN RI 😅👊🏻👊🏻👊🏻
657,all in prabowo-gibran🔥
658,Bismilah pak @prabowo & mas @gibran_rakabuming  MENANG Presiden 2024 🔥🔥👏
659,All in prabowo. 🔥
660,Bismillah satu putaran menang telak aminnnnn
661,❤️❤️ tetep dukung bapak prabowo
662,Gak tau dari awal nyalon Pokoknya tetap PRABOWO 🔥
663,INTINYA PAK PRABOWO PRESIDEN KITA 2024 aamiin 😍 bangga banget punya presiden seperti beliau 🥰
664,AKU PADAMU PAKKKK DAN MAS 😍😍😍😍😍
665,Semangat Pak👏👏🙌🙌
666,🇲🇨🇲🇨🇲🇨
667,Bismillah 🙏😇
668,Bismillah... semoga menang pak @prabowo & mas @gibran_rakabuming
669,🔥🔥🔥
670,SEMANGAT PAK❤️❤️
671,All in Prabowo 🔥
672,All in prabowo🔥
673,🔥🔥
674,"Namaku adalah #gibran jangan panggil aku anak kecil paman🤭🤪
ALL IN PRABOWO - GIBRAN🔥"
675,SEHAT” YA PAKK ALL IN BAPAK POKOKNYA❤️
676,❤️❤️❤️
677,ALL IN BAPAKKKK🫶🏼🫶🏼🫶🏼🫶🏼
678,Bissmillah semoga 2024 🤲🏻 PRABOWO GIBRAN ❤️❤️❤️
679,Kakak @febriana_vera masihkah kita satu hati...🤩
680,❤️❤️❤️❤️
681,❣️
682,Gw dukung lo pak 🔥🔥
683,Bismillah bapa gemoy🔥❤️
684,"Awalnya kecewa, mau pindah aja gak si. tp setelah ikuti kata hati. Loh kok aku masih tetap Prabowo 😮🥰"
685,"Wait and see, permainan yg sebenarnya akan segera di mulai.. Yang bilang dlu bpk JK bonekanya banteng kalian terkecoh😂 ini jawabannya politik dinamis yg penuh kejutan, langkah pak JK yg tdk bisa di tebak, perlahan lahan merancang penerusnya.. Mas Gibran ❤ pilihan yg tepat Pak! 👏🔥❤️"
686,"Mas gibran dipilih sebagai cawapres bukan tanpa alasan, pasti sudah di pertimbangkan matang-matang. Bismillah pak, siapapun wakilnya ❤️"
687,"Pengen umroh tapi gak ada dananya pak,"
688,Klo bapak jadi presiden berangkatin saya umroh yah pak🙏🥺
689,Kami anak muda all in pak prabowo-gibran🔥
690,❤️
691,Guyss ingat siapa yang bikin piala dunia di Indonesia batal!!! All in Prabowo ♥️🇮🇩
692,Aku padamu pak🔥❤️
693,"Insyaallah dengan adanya mas Gibran, suara anak-anak muda akan lebih terdengar dan tersampaikan.. ❤️🔥"
694,All in 🔥🔥
695,Love You Pak Prabowo..🫶 Bismillah maju pantang mundur..Siap mendung Bapak..💪 @syailendraphoto @juragan_undangan @teguh.arbetson
696,Tetep dhati❤️
697,Bagaimana ini @reni_halawa
698,Siapapun Wakil nya yang penting Presiden nya Bapak @prabowo 🙌 Bismillahirrohmanirrohiim 🤲🏻
699,Halo pak @prabowo love you🙌
700,all in Prabowo & jokowi🔥🔥
701,Akuu wong mu pakkkkkk🔥🔥🔥🔥🔥
702,all in prabowo-gibran 🔥🔥
703,pak prabowo-jokowi sih ini 🔥🔥❤️ menuju indonesia maju dan sejahtera
704,"Lapak prabowo malah bnyak pendukung anies yg komen , kalau mau gabung jangan malu2😂"
705,Pak Prabowo saatnya bpk menjadi pemimpin di republik ini.
706,ALL IN PRABOWO!!!!
707,@rusdiahamid 👍🏻
708,all in bapak prabowo 😍🔥
709,All in untuk kita pak🔥🔥
710,Kamu telah mengecewakan pendukungmu dengan memilih dia!!!mulai sekarang saya sudah unfollow dan tidak akan memilih ANDA!!!!
711,SEMANGATTT PAK SAYA DUKUNG PRABOWO -GIBRAN👏🔥🔥
712,All in Prabowo semangatttt pak🙌🔥
713,1000% buat bapak
714,wowo gemoyyy❤️
715,❤️❤️❤️bismillah menang
716,Bismillah pakk semoga sekali ini beneran rezeki bapakkkk🔥
717,Te peduli wakilnya gibran ato sapa yg penting prabowo presiden😍
718,❤️😍
719,@emysuryanti870 ayo dukung pak prabowo
720,🔥🔥🔥🔥🔥🔥🔥 ALL IN.......BAKAL  KALI KE 3  INI NYOBLOS BELIAU.
721,Saya pendukung jokowi 2 periode. Sangat respek terhadap Pak Prabowo setelah rekonsiliasi dsn masuk kabinet. SANGAATTT BERHARAP bisa maju Ganjar Prabowo atau Prabowo Ganjar. Gak ads urusan buat kami siapa yang jadi capres siaap cawapres. Tapi ternyata tidak ada yang mau mengalah. Tidak masalah. Bersainglah dengan fair. Itu awalnya yg saya pikirkan. Tapi setelah Mas Gibran masuk kontestasi dengan cara Mengunakan MK dengan segala kontroversinya maka siapapun yang bersama gibran menurut saya tidak layak untuk dipilih. Karena yang terjadi malah menghalalkan segala cara untuk memaksimalkan kemungkinan menang. Meskipun mengorbankan etika. Maaf Pak saya kembali tidak respeck dengan Anda dan Mas Gibran. Totalitas Ganjar - Mahfud
722,ALL IN PAK PRABOWO 🥶🥶🥶🤫
723,ALL in Prabu (Prabowo-Rakabuming)
724,Presiden aing 🔥🔥🔥
725,Bissmillah pak prabowo ❤️ presidenku
726,All in prabowo
727,"Pak kulo tiyang sleman tp kulo tetep ngeyel dukung panjenengan, bismillah menang satu putaran 🔥🔥🔥❤️"
728,Selalu dukung pak Prabowo 🔥🔥🔥
729,"Bismillah, semoga indonesia lebih baik dan maju lagi bersama bapak 🔥❤️👏"
730,all in Prabowo y dek 🔥 @sc.annisa_ @indahyhnna_ @anitazhras
731,Semangat pak bismillah yaAllah mudahkan jalannya dan sehat selalu ya pakk 🥰❤️🫶🏻
732,Prabowo & Jokowi 3 periode
733,Aku padamuuuu pakkk😍😍😍😍❤️❤️❤️
734,All in Bapak❤️
735,Saatnya SASUKE - BORUTO🔥🔥
736,Sy pilih pak Jokowi bukan karna pdip. 2024 Prabowo-Gibran penerus Jokowi
737,Bismillah all in prabowo😍🔥
738,"saya tetap pilih pak prabowo, 2 kali pemilihan…. semangat terus pak❤️❤️"
739,"Bismillahirrahmanirrahim, Pak Prabowo dan Mas Gibran For 2024"
740,#AllInPrabowoLagi
741,Prabowo ❤️🔥
742,All in Prabowo-gibran💪💪
743,❤️❤️
744,semangat ayah❤️❤️❤️
745,Males milih lu dah
746,🔥❤️
747,y x g coblos 🔥
748,Kecewa si aku nga jadi sama cipung 😢🔥
749,❤️🤍❤️🤍
750,pak mau coklat donk😢
751,Saya prabowo sejak alm Bpk masih hidup🔥🔥
752,masyaallah pakkk❤️
753,"Semangat pak, semoga 2024 jatah nya bapak yang jadi presidennya aamiin❤️❤️"
754,Indonesia saat ini butuh jiwa kepemimpinan pak Prabowo dan Mas Gibran.❤🔥✌😇🙏👍💪🇮🇩
755,🔥
756,bismillah pak ❤️❤️❤️❤️❤️ semoga tahun depan jadi 🔥🔥
757,Gasabar coblosan pilih Prabowo - Gibran 🔥🔥
758,Rumput tetangga lebih hijau!
759,❤️❤️❤️❤️❤️❤️
760,Hasil MK.
761,banyak buzzer sebelah di sini😂
762,Bismillah 🔥
763,Prabowo... ❤️❤️
764,Pengalaman dalam militer dan hadir tokoh muda 🔥 jossss....
765,Aku komen lah sesekali😍 aku padamu pak😝💪🏻💪🏻💪🏻
766,Saya Jateng dan siap dukung Gibran insya Allah 🔥
767,Prabowo & Gibran for 2024 🔥
768,❤️
769,Tetap setia dg Prabowo-Gibran di era gempuran [ GaMah ]🔥
770,❤️❤️
771,Ya pak. Saya restui.
772,@kintan_fmlia
773,Prabowo gibran 👏🔥🔥
774,All in pak
775,🔥🔥🔥
776,❤️❤️❤️
777,Bismillah pak prabowo  dan mas gibran menang..
