,,Name,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
26,,firmanpermana273,60597474405,"2023-10-25 03:54:07",0,"game kontol",18007219436019277,https://www.instagram.com/firmanpermana273/,https://www.instagram.com/p/CyTIRoAob4K/c/18007219436019277
27,,parhan_paturahman,58605302401,"2023-10-25 06:17:58",0,"Skin limit free 😮",17975945531615379,https://www.instagram.com/parhan_paturahman/,https://www.instagram.com/p/CyTIRoAob4K/c/17975945531615379
28,,faizzxy_,56542310436,"2023-10-25 09:53:06",0,"@rifky_ring masuk kristen bang",17949331838700927,https://www.instagram.com/faizzxy_/,https://www.instagram.com/p/CyTIRoAob4K/c/17949331838700927
29,,firmanpermana273,60597474405,"2023-10-25 10:58:52",0,"g butuh skin gue cm butuh sistemmya d benerin memek",17984249534280246,https://www.instagram.com/firmanpermana273/,https://www.instagram.com/p/CyTIRoAob4K/c/17984249534280246
30,,firmanpermana273,60597474405,"2023-10-25 10:58:56",0,yatim,17984762744292205,https://www.instagram.com/firmanpermana273/,https://www.instagram.com/p/CyTIRoAob4K/c/17984762744292205
31,,masitadilanya_,20448710260,"2023-10-25 11:01:52",0,"udah dapat dong skin helcrut 🤣",17991439514360952,https://www.instagram.com/masitadilanya_/,https://www.instagram.com/p/CyTIRoAob4K/c/17991439514360952
32,,aryawigunaaa16,43140826394,"2023-10-25 11:28:01",0,"Minn karisma saya kenapa tidak masukk balas lah dm saya min",18012779662811693,https://www.instagram.com/aryawigunaaa16/,https://www.instagram.com/p/CyTIRoAob4K/c/18012779662811693
33,,pan_rpn,54561172898,"2023-10-25 14:48:55",0,"Game ny buat masyarakat gblk ya ini bang, maklum aj",18003812657138981,https://www.instagram.com/pan_rpn/,https://www.instagram.com/p/CyTIRoAob4K/c/18003812657138981
34,,ariferhaka,47437841041,"2023-10-25 22:08:43",0,"Game anjeng",18052828660452392,https://www.instagram.com/ariferhaka/,https://www.instagram.com/p/CyTIRoAob4K/c/18052828660452392
35,,whoamai11,1653900418,"2023-10-26 01:07:30",0,,17983338014313368,https://www.instagram.com/whoamai11/,https://www.instagram.com/p/CyTIRoAob4K/c/17983338014313368
36,,ichaljb,51266868981,"2023-10-26 06:13:32",0,"@water_lily.67 Yang mau beli akun cek BIO stok bisa dipilih",18014077381929734,https://www.instagram.com/ichaljb/,https://www.instagram.com/p/CyTIRoAob4K/c/18014077381929734
37,,isti_faww,2273013307,"2023-10-26 07:50:28",0,"Akunku kenapa gk ada event ini ya",17991439010345996,https://www.instagram.com/isti_faww/,https://www.instagram.com/p/CyTIRoAob4K/c/17991439010345996
38,,water_lily.67,48522066424,"2023-10-26 08:35:47",0,"@ichaljb g dlu trims, penipuan skip",17997174245509171,https://www.instagram.com/water_lily.67/,https://www.instagram.com/p/CyTIRoAob4K/c/17997174245509171
39,,ichaljb,51266868981,"2023-10-26 08:44:30",0,"@water_lily.67 penipu matamu",18010226725973854,https://www.instagram.com/ichaljb/,https://www.instagram.com/p/CyTIRoAob4K/c/18010226725973854
40,,nune.z5433,62498421320,"2023-10-26 09:57:09",0,"Bener gue sering bgt ngelapor tapi ga di tanggepin. Giliran gue ga aktif sebentar langsung pengurangan point. Udah 3x gue dpt point di Bawah 90. Ngerugiin banget.",17851008936073024,https://www.instagram.com/nune.z5433/,https://www.instagram.com/p/CyTIRoAob4K/c/17851008936073024
41,,ba_dday,54613480195,"2023-10-26 09:57:32",0,"anzimmm flag luar kaga dapet",17855603517054041,https://www.instagram.com/ba_dday/,https://www.instagram.com/p/CyTIRoAob4K/c/17855603517054041
42,,cherryatikaputry,52222190940,"2023-10-26 11:56:46",0,"Dasar kontol siaa anjing kalo ngasi tim yg imbang lah kontol ..gua lose9x anjing bener bene lah monton",17974458464452414,https://www.instagram.com/cherryatikaputry/,https://www.instagram.com/p/CyTIRoAob4K/c/17974458464452414
43,,arlot.1_,61050800963,"2023-10-26 12:40:49",0,"Min tolong lah bilang papi moonton masukin mode mayhem tiap minggu sama kayak overdrive/mirror",18007854820892117,https://www.instagram.com/arlot.1_/,https://www.instagram.com/p/CyTIRoAob4K/c/18007854820892117
44,,gnkujkg,44663735080,"2023-10-26 14:16:30",0,"Tim yatim, kasih tim waras lah kontol, tim kontol mulu yang di kasih, montoon yatim",18032212372575826,https://www.instagram.com/gnkujkg/,https://www.instagram.com/p/CyTIRoAob4K/c/18032212372575826
45,,aw4_tyy,52600932458,"2023-10-26 16:14:16",0,"mnimal benerin sinyal, jan update teros",18095897422369348,https://www.instagram.com/aw4_tyy/,https://www.instagram.com/p/CyTIRoAob4K/c/18095897422369348
46,,muhammadtonysir1998,4771249412,"2023-10-26 19:13:17",0,"Halal darahnya untuk membunuh moonton 🖕🖕🖕",18319573483096084,https://www.instagram.com/muhammadtonysir1998/,https://www.instagram.com/p/CyTIRoAob4K/c/18319573483096084
47,,leviathanf12,44745557619,"2023-10-26 22:59:10",0,"NAIKIN LG DARK SISTEMNY YA BIAR KAMI GK BSA RANKED SKALIAN 🔥😡。",17990503934377013,https://www.instagram.com/leviathanf12/,https://www.instagram.com/p/CyTIRoAob4K/c/17990503934377013
48,,leviathanf12,44745557619,"2023-10-26 23:00:33",0,"TAI NI GAME ， BKIN EMOSI YG ADA 。NGECARRY SALAH ， NGETB SALAH 。 TTP AJ KALAH",18008923933867889,https://www.instagram.com/leviathanf12/,https://www.instagram.com/p/CyTIRoAob4K/c/18008923933867889
49,,leviathanf12,44745557619,"2023-10-26 23:01:00",0,"NAIKIN TRUS TU DARK SISTEM BIAR GK USH MAIN SKALIAN BIAR CAPEK KAMI DGN NI GAME",17915090246748322,https://www.instagram.com/leviathanf12/,https://www.instagram.com/p/CyTIRoAob4K/c/17915090246748322
50,,water_lily.67,48522066424,"2023-10-26 23:35:34",0,"@ichaljb siapa tau 😂",17973607841438648,https://www.instagram.com/water_lily.67/,https://www.instagram.com/p/CyTIRoAob4K/c/17973607841438648
51,,cobaulangilagi,52433922196,"2023-10-27 02:19:13",0,"Hero kontoll",18026965879679389,https://www.instagram.com/cobaulangilagi/,https://www.instagram.com/p/CyTIRoAob4K/c/18026965879679389
52,,rohib_larazakal,50080500001,"2023-10-27 08:07:41",0,"ksih caranya kkk",17990054042373460,https://www.instagram.com/rohib_larazakal/,https://www.instagram.com/p/CyTIRoAob4K/c/17990054042373460
53,,bettavic,37291135,"2023-10-27 08:25:55",0,"MOONTON ANJING NERAKA ! MATCHMAKING KONTOL IBLIS ! FUCK YOU !!!",18018659395849843,https://www.instagram.com/bettavic/,https://www.instagram.com/p/CyTIRoAob4K/c/18018659395849843
54,,okhakadek,59816003128,"2023-10-27 14:45:57",0,"Terima kasih banyak moonton",17992294838134476,https://www.instagram.com/okhakadek/,https://www.instagram.com/p/CyTIRoAob4K/c/17992294838134476
55,,okhakadek,59816003128,"2023-10-27 14:46:01",0,😍😍,18012871342815679,https://www.instagram.com/okhakadek/,https://www.instagram.com/p/CyTIRoAob4K/c/18012871342815679
56,,youga_prt,2162542192,"2023-10-27 17:48:33",0,"game anjing",18031067872626860,https://www.instagram.com/youga_prt/,https://www.instagram.com/p/CyTIRoAob4K/c/18031067872626860
57,,mhmd.dzikriii,1903484287,"2023-10-28 02:27:09",0,"GAME RUSAK",17900361905869448,https://www.instagram.com/mhmd.dzikriii/,https://www.instagram.com/p/CyTIRoAob4K/c/17900361905869448
58,,xrr.yannnue_,4196596843,"2023-10-28 02:58:26",0,"Muntun babi",17885770949887004,https://www.instagram.com/xrr.yannnue_/,https://www.instagram.com/p/CyTIRoAob4K/c/17885770949887004
59,,bagzz._,8468681549,"2023-10-28 03:27:47",0,helcrut😂,18042379360499468,https://www.instagram.com/bagzz._/,https://www.instagram.com/p/CyTIRoAob4K/c/18042379360499468
60,,liya_arjha,58250664689,"2023-10-28 09:35:01",0,"Ku udah dapat 3 hari yg lalu😂.. Bagus skinnya🔥",18266632390163186,https://www.instagram.com/liya_arjha/,https://www.instagram.com/p/CyTIRoAob4K/c/18266632390163186
61,,nadia.oey,55369828491,"2023-10-28 10:56:21",0,"Makasih moonton Skinnya bagus.. HC Beku kaya hatiku",18003590605952438,https://www.instagram.com/nadia.oey/,https://www.instagram.com/p/CyTIRoAob4K/c/18003590605952438
62,,2jempolpegal,54567373784,"2023-10-28 13:09:59",0,"Skin hc yg unyu2 kapan release Min?",18023719729740624,https://www.instagram.com/2jempolpegal/,https://www.instagram.com/p/CyTIRoAob4K/c/18023719729740624
63,,yabes.0_0,34627347579,"2023-10-28 14:57:37",0,"Game kontol",18035473735594741,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18035473735594741
64,,yabes.0_0,34627347579,"2023-10-28 14:57:41",0,"Game pepek😂",18243559174224100,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18243559174224100
65,,yabes.0_0,34627347579,"2023-10-28 14:57:50",0,"Game ngntod",18005465089898265,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18005465089898265
66,,yabes.0_0,34627347579,"2023-10-28 14:57:54",0,Kontol,18042614116549630,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18042614116549630
67,,yabes.0_0,34627347579,"2023-10-28 14:58:07",0,Ngentod,17999547929504596,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/17999547929504596
68,,yabes.0_0,34627347579,"2023-10-28 14:58:09",0,Kontol,17941950668725824,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/17941950668725824
69,,yabes.0_0,34627347579,"2023-10-28 14:58:16",0,"Klo buat game yg logis lha kontol",17979264488541551,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/17979264488541551
70,,yabes.0_0,34627347579,"2023-10-28 14:58:23",0,Ngentod,18013363519803483,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18013363519803483
71,,yabes.0_0,34627347579,"2023-10-28 14:58:25",0,Pepek,18078322516410557,https://www.instagram.com/yabes.0_0/,https://www.instagram.com/p/CyTIRoAob4K/c/18078322516410557
72,,rizkarnrhdyt_,57250694667,"2023-10-28 16:29:29",0,"update mlu drag sistem ny gk dibenerin²",17988464306391841,https://www.instagram.com/rizkarnrhdyt_/,https://www.instagram.com/p/CyTIRoAob4K/c/17988464306391841
73,,elzayyan6,60185149364,"2023-10-28 18:01:07",0,"@rndhidekenganepusat tolol emang moonton",18001668479164445,https://www.instagram.com/elzayyan6/,https://www.instagram.com/p/CyTIRoAob4K/c/18001668479164445
74,,saya_kikey,8192095153,"2023-10-28 21:58:47",0,"Permintaan match making dibenerin gak di wujudin ???",18018794080889291,https://www.instagram.com/saya_kikey/,https://www.instagram.com/p/CyTIRoAob4K/c/18018794080889291
