index,comments
247,"Perubahan untuk rakyat yg berekonomi kecil menjadi nyaman dan tidak sulit mencari nafkah pak,,🙏"
248,"Smga Allah meridhoi smua program2 pak Anis, sht trus bapak presiden 2024"
249,Semoga pak Anies di mudakan jadi presiden 2024_2029aamin +aamin ya Robbalallamin
250,Ga usah nyalon
251,"Perubahan : Menjadi Tuan Rumah di Negara Sendiri, Perubahan : Menyehatkan Negara yg Sakit Ini, Perubahan : Benar2 Menjadi Kaya Di Negara yg Sebenarny Memang Kaya Akan Sumber Daya Alam, Perubahan : Bersihkan Negara Ini dari Mafia Nd Para Koruptor 🔥🔥🔥🔥🔥"
252,Caranya mau berubag gimana nies ? Langkah2nya apa ? Dasar tukang PHP ni yamanies 🤣
253,"Yg saya ingin sekarang cuma perbaiki HUKUM kita itu aja, induk semua perubahan, klau yg bersalah cuma di hukum ringan siapa yg bakal kapok?"
254,KAMI BUTUH PERUBAHAN PAK🫡
255,Perubahan -> banjir = parkir air
256,Bapak Anis Baswedan.Demi meraih kemenangan pilih bujuk YENNY WAHID atau buk Khofifah Indar parawangsa menjadi Cawapres.salah satu. Kalau buk Khofifah Indar parawangsa Capres buk YENNY WAHID Kingmaker
257,Anis presiden Ku👍👍🌹❤
258,"Coba cek kenaikan harga2,.. .....Harapan Saya sederhana,. BBM murah, Listrik murah, Gas LPG murah,. Sembako murah,..pupuk murah,.Pajak murah,..🤲🤲aamiin,.. semoga bisa terwujud,.. agar kami tak resah,..😢"
259,Semangat pak❤️
260,"Satu aja yg penting pak, berantas korupsi sampai ke akar2nya.. barulah ekonomi, pendidikan, dll itu lancar.. gaji direktur pekerja dinaikan.."
261,"Hanya sayang nya satu saja, tidak bisa bekerja wkwkkw"
262,"Jamin pro rakyat ya bos, jangan pro oligarki? Berani janji ☝️"
263,Pret
264,Keren
265,KEREN BET DEH PA ANIES..... 🥰
266,"Perubahan status outsourching untuk pekeerja di atas 5 tahun diangkat jdi karyawan tetap.👏TOP kli pastinya, manfaatkan semua potensi SDM dan SDA dlm negri untuk kemakmuran dan kesejahteraan masyarakat,"
267,BACOT
268,"YaAllah mudh""n pak anies menang untuk perubhan negara kita Aamiin"
269,"Sayyidi,.. Anies Rasyid Baswedan Insya Allah yang akan di takdirkan memimpin perubahan yang lebih baik lagi untuk negeri ini 🤲 Aamiin"
270,Pak Anies keren
271,"Capres pelengkap aja nih,,"
272,Anis emang hebatkami sekeluarga dukung anis
273,Gass pak anies🔥🔥
274,Yg jelas perobahan nama2 yg ada
275,Skip
276,😂
277,"Semoga Allah SWT me Ridhoi Bapak Anis Baswedan memimpin Negri yg sdg sakit parah ini,  Rakyat berharap kpd Allah agar Bapak yg pimpin Negri ini"
278,"kadrun gaje neh gaes, komentar diblock 😂😂😂😂"
279,"Pa @aniesbaswedan kalo anda dipertanyakan kedekatan anda dengan FPI, coba tanya balik tentang nasib para syuhada KM 50, yg dibantai oknum2 dan dalamgnya"
280,"Jika hanya narasi semua org bisa, kongkret nya spt apa yg akan anda lakukan??"
281,"NKRI HARGA MATI, JANGAN PILIH IMIGRAN YAMAN SEBAGAI PEMIMPIN BANGSA"
282,😂😂😂😂😂😂😂😂😂😂odgj
283,Gaaaassss......
284,Banyak sekali...keadilan se
285,"Keadilan harus sesuai dg kesalahan tidak membedakan,pendidikan yg berkualitas dan tidak selalu ganti ganti kurikulum,pupuk dg harga terjangkau,"
286,Kudu waspada tahun 2024 akan terulang kembali kejadian pas pemilihan di DKI jakarta yg menfitnah bapak ahok yg kata nya menistakan agama demi memenang kan bapak anies dan jangan lupa yg janji nya rumah DP NOL RUPIAH tapi nyata nya nihil dan yg kata nya bakalan kaga ada penggusuran tapi nyata nya tetep ada terus yg kata nya kalo air hujan turun seharus nya masuk ke tanah dan di buat sumur serapan tapi nyata nya buat banyak pengendara kecelakaan sudah lah jangan membuat janji manis buat rakyat kami sudah pintar pa dan sudah tau jejak digital bapak sudah lah lebih baik bentangkan lah bendera 🏳 dulu an dari pada nanti menyesal pas pemilihan nanti gagal 😂😂
287,"Peribahan bacot doang,dia ingt rakyat bodoh,klu cuma sebagian kcil rakyat kau itu gak bkalan menang,negara ini milik semua rakyat indonesia dan akan mncari pemimpin yg tulus kerja buat rakyat bukan bacot dan bohong belaka"
288,"Banyak bener anjing lapar disini pada gongong😂😂😂,udh cair kaya nya ya"
289,👏👏👏
290,Wan kadrun komen aja diblock 😂😂
291,😍😍😍
292,My presiden 🔥🔥🔥🔥
293,Gak usah didengarkan dan dipercaya segala ocehan manusia penuh dengan penipuan itu
294,Insyaallah kami doakan yg terbaik untuk masa depan bangsa Indonesia kedepannya jauh lebih teratur jauh lebih bersih jauh lebih baik jauh lebih damai aman tentram jauh lebih adil dan beradab makmur dan sejahtera amin
295,Gedebusssss
296,Smoga pak anies menang di pilpres 2024 mendatang aamiin🤲
297,Bismillah Allah bantu bapak maju lagi sebagaimana bapak dibantu Allah saat maju di DKI
298,Emg iyaa
299,Tetap pilih P.Anies
300,"Berlebihan bicaranya
Munafik nis ga punya malu"
301,"Kaya RT di sini manis bicara nya 
Tapi waktunya pahit"
302,Ketua Rt aja km
303,Merangkai KATAKATA jagonya
304,😍
305,Tetap ARB 2024 🔥🔥🔥
306,"Heran, msh aja ada yg percaya sama bacotnya Anies. Di DKI apa sih janji dia yg ditepati? Janjinya banyak lho. Emang rakyat Indonesia pada pikun?"
307,"Emang apa yg dibangun kecuali JIS yg itupun utang Rp 4.5 T dan tidak standarf FIFA lagi. Jangan mau dikibulin lagi sama janji2nya. Itu OMDO doang, yg waras dan yg sdh insyaf gak bakalan pilh dia lagi 😂"
308,Pak anies bersama rakyat indonesia jauh lebih baik dan sejahtera.. bismillah 2024 indonesia butuh perubahan oleh pak anies ..rakyat siap sukseskan 🔥🔥❤️🇮🇩
309,"Pilih cawapres yang nguatkan posisi bapak, jangan pernah menghancurkan diri sendiri pak apalagi melubangi kapal yang bapak tumpangin, bapak punya DNA Pahlawan, kakek bapak Abdurrahman Baswedan itu anggota BPUPKI & PPKI juga jurnalis Internasional yang memberitakan kemerdekaan Indonesia pak, bapak pantasnya jadi Presiden karena Bapak itu punya DNA & genetik seorang Pahlawan, kakek bapak yang mempengaruhi pemerintah Mesir waktu itu untuk mendukung kemerdekaan Indonesia dan memberi pengakuan ke dunia Internasional terkait kemerdekaan Indonesia. Kakek bapak seorang pahlawan, jadi bersikaplah seperti seorang Pahlawan. Bapak sangat pantas menjadi Presiden."
310,TOLONG JANGAN PILIH CAK IMIN JADI PENDAMPINGMU PAK🙏🙏🙏
311,"PAK TOLONG JADI PRESIDEN YA PAK , DAH PUTUS KERJA KARNA CORONA, MAMAK MENINGGAL, sampai sekarang gak baik baik hidup saya pak ,"
312,Nasdem berkhianat? Pak Anies bisa apa?
313,"Percuma saja yg jika hnya pandai berkata kata dan bersyair saja namun pada kenyataannya partai yg mengusungnya berserta anggota maupun caleg/bacaleg serta para kader yg berasal dari partai tersebut juga kurang mau peduli akan nasib dan juga kondisi rakyat/masyarakat sama sekali terutama buat masyarakat kecil yg kurang mampu,dan jika memang demikian kenyataannya maka bagaimana nanti yg jika benar2 menjadi pemimpin negeri ataupun bangsa ini???😭😭😭"
314,Kok waktu jadi gub ga ada perubahan pak
315,Kalaupun ini hanya janji menang jadi presiden apa mau dikata gigit jari nyengir
316,Setelah saya lihat bersama Muhaimin.
317,"Bukan karna AHY tidak di sampingmu pak, tapi karna bau bau calon boneka partai sudah mulai nampak darimu 🙏 sekarang saya paham yang paling tulus dan jujur adalah bapak @prabowo"
318,Mudah2an pak @aniesbaswedan Allah Swt mentakdirkan menjadi presiden. Aamiin ya Allah
319,😍
320,Kunci nya 1 stop korupsi baru Indonesia Makmur kalo pejabatnya korupsi trus gmn Indonesia mau maju
321,Bismillah smg pak Anis jadi presiden amiin
322,"Bismillahirrohmanirrohim
Semoga Anis dan AHY
Aamiin Ya Robbal Alamiin"
323,Salah milih Cawapres kayanya pak . Ga ada Bobot nya
324,Perubahan koalisi 🤞
325,"Pak, klo bisa jngn cak imin ya cawapres, krna selama ini bapak itu di kubu lain"
326,Pilih cawapres yg bagus pak anies
327,Cawapresnya jgn yg itu pak.. please 🙏
328,"Sayangnya baru mulai berkoalisi kok sudah tidak kompak, nanti kalau jadi pos Mentri terbanyak dari Nasdem kayaknya. Pak Anies semoga jadi pemimpin yg benar-benar pemimpin yg tidak diatur partai kalau jadi semoga bener2 orang profesional pada bidangnya yg jadi Mentri."
329,😂😂😂😂😂😂😂😂😂
330,saya minta jangn cak imin
331,asalkan wakilnya jangan cak imin
332,Knpa sma cak imin pak
333,Bila nanti Pak Anies JADI Presiden kesejahteraan sangat lh penting harga bbm dan sembako murah dan terjangkau .APA YG KITA INGINKAN BLM TENTU YG KITA BUTUHKAN.🙏🙏
334,Tolak cak imin jadi cawapres🔥🔥 tombol like 👉
335,"Sebagus apapun statement dan rekam jejak pak Anis, langsung lenyap pak jika bergandengan dengan cak Imin.... Boncos pak... Ibarat kemarau setahun habis oleh huja  sehari.."
